0,1,2,3,4,5,6,7,8,9,10,11
2026/03/03,18:00,0.0,,36097,,11.51,,0.0,,31.3,
2026/03/03,18:10,0.0,,36084,,11.22,,0.0,,31.2,
2026/03/03,18:20,0.0,,36060,,10.21,,0.0,,31.2,
2026/03/03,18:30,0.0,,36047,,10.36,,0.0,,31.2,
2026/03/03,18:40,0.4,,36066,,10.79,,0.0,,31.2,
2026/03/03,18:50,0.0,,36054,,11.37,,0.0,,31.2,
2026/03/03,19:00,0.0,,36041,,11.08,,0.0,,31.2,
2026/03/03,19:10,0.0,,36017,,10.36,,0.0,,31.2,
2026/03/03,19:20,0.6,,36017,,10.36,,0.0,,31.2,
2026/03/03,19:30,0.0,,36023,,10.93,,0.0,,31.2,
2026/03/03,19:40,0.0,,36011,,11.22,,0.0,,31.2,
2026/03/03,19:50,0.0,,35998,,10.93,,0.0,,31.2,
2026/03/03,20:00,0.0,,35986,,10.36,,0.0,,31.2,
2026/03/03,20:10,0.0,,36005,,10.36,,0.0,,31.2,
2026/03/03,20:20,0.0,,35992,,10.65,,0.0,,31.2,
2026/03/03,20:30,0.0,,35980,,11.08,,0.0,,31.2,
2026/03/03,20:40,0.0,,35980,,10.65,,0.0,,31.2,
2026/03/03,20:50,0.0,,35968,,10.36,,0.0,,31.1,
2026/03/03,21:00,0.0,,35955,,10.36,,0.0,,31.1,
2026/03/03,21:10,0.0,,35955,,10.93,,0.0,,31.1,
2026/03/03,21:20,0.0,,35986,,11.37,,0.0,,31.2,
2026/03/03,21:30,0.0,,35986,,10.65,,0.0,,31.2,
2026/03/03,21:40,0.0,,35986,,10.36,,0.0,,31.2,
2026/03/03,21:50,1.0,,35986,,10.5,,0.0,,31.2,
2026/03/03,22:00,0.0,,36030,,10.65,,0.0,,31.2,
2026/03/03,22:10,0.0,,36030,,10.79,,0.0,,31.2,
2026/03/03,22:20,0.0,,36030,,10.5,,0.0,,31.2,
2026/03/03,22:30,0.0,,36030,,10.07,,0.0,,31.2,
2026/03/03,22:40,0.0,,36042,,10.36,,0.0,,31.2,
2026/03/03,22:50,0.0,,36073,,10.93,,0.0,,31.2,
2026/03/03,23:00,0.0,,36073,,10.07,,0.0,,31.2,
2026/03/03,23:10,0.6,,36073,,10.21,,0.0,,31.2,
2026/03/03,23:20,0.4,,36073,,10.21,,0.0,,31.2,
2026/03/03,23:30,0.0,,36085,,10.65,,0.0,,31.2,
2026/03/03,23:40,0.0,,36116,,11.08,,0.0,,31.3,
2026/03/03,23:50,0.0,,36116,,10.5,,0.0,,31.3,
2026/03/03,24:00,0.6,,36129,,10.07,,0.0,,31.3,
2026/03/04,00:10,0.0,,36160,,10.5,,0.0,,31.3,
2026/03/04,00:20,0.0,,36129,,10.36,,0.0,,31.3,
2026/03/04,00:30,0.0,,36160,,11.08,,0.0,,31.3,
2026/03/04,00:40,0.0,,36172,,10.79,,0.0,,31.3,
2026/03/04,00:50,0.6,,36172,,10.21,,0.0,,31.3,
